img_number,metadata_label,f_a_0,f_a_1,f_a_2,f_a_3,f_b_0,f_c_0,f_c_1,f_c_2,f_c_3,f_c_4,ind_0,ind_1,ind_2,ind_3,ind_4
31997,0,0.033202678,16.12396281,1.283104192,378.4746139,0.009295638,0.033202678,7.257875922,-0.385760551,-3.755921531,0.779359935,485.6223637,14626,70.66563023,66.90970869,0.009295638
31998,0,0.017633711,18.14628944,1.444035831,712.633357,0.010963166,0.017633711,8.144920658,-1.249380591,-22.89199947,0.692503592,1029.068102,58358,149.2367664,126.3447669,0.010963166
31999,1,0.024541506,18.89730974,1.503800128,512.0456269,0.022546006,0.024541506,7.56844703,-0.159873402,-2.195500889,0.664981989,770.0142794,31376,103.9355641,101.7400632,0.022546006
32000,0,0.020845905,20.2103495,1.608288512,602.8220346,0.019306892,0.020845905,7.865185875,-0.037768705,-0.594781836,0.621778986,969.5117533,46508.5,123.8610045,123.2662227,0.019306892
32001,0,0.014739011,16.22814671,1.291394883,852.5925158,0.003721821,0.014739011,5.913881581,2.600029313,56.85610404,0.774356483,1101.033612,74702,129.3217214,186.1778254,0.003721821
32002,0,0.023664675,19.74955435,1.571619599,531.018089,0.005926326,0.023664675,11.08984035,-5.703025297,-79.67181129,0.636286287,834.5584364,35266,154.9261351,75.25432379,0.005926326
32003,0,0.026034295,17.55055201,1.396628553,482.6852697,0.014110735,0.026034295,7.057755858,0.538396377,6.769970869,0.716009993,674.1320299,25894,88.7465139,95.51648477,0.014110735
32004,0,0.031244529,23.56694075,1.875397557,402.1942775,0.041715403,0.031244529,8.395384368,-0.122106386,-1.326017965,0.533220275,754.2741654,24141,91.1699289,89.84391093,0.041715403
32005,0,0.014062066,18.91794926,1.505442569,893.6361376,0.018928209,0.014062066,7.05162931,0.6785514,16.74667318,0.664256492,1345.317883,95670,174.0344674,190.7811406,0.018928209
32006,0,0.03041887,66.6240008,5.301769528,413.111029,0.637069079,0.03041887,9.598961665,2.115205832,41.20069886,0.188616271,2190.219465,72002,186.9718412,228.1725401,0.637069079
32007,0,0.02111987,20.04543882,1.595165337,595.0022583,0.010314315,0.02111987,5.654197092,3.852464274,68.02428268,0.626894264,949.1269782,44940,99.83809685,167.8623795,0.010314315
32008,0,0.024040199,31.98039877,2.544919273,522.7232388,0.081657657,0.024040199,8.207522354,2.529633074,38.18581248,0.392939772,1330.288445,55336,123.8957984,162.0816109,0.081657657
32009,0,0.109778402,16.92604733,1.34693205,114.4703367,0.06747897,0.109778402,6.278753767,1.570064387,4.912226584,0.742427949,154.1837653,1404.5,19.64420149,24.55642808,0.06747897
32010,0,0.03052205,15.78355772,1.256015616,411.7144974,0.00985008,0.03052205,6.831515416,0.26383693,2.814723665,0.796168445,517.1198379,16942.5,72.88148814,75.6962118,0.00985008
32011,0,0.017946915,17.3533386,1.380934809,700.1966783,0.025776443,0.017946915,7.640769337,-0.713525257,-13.03481867,0.724147146,966.925966,53877,139.5830658,126.5482471,0.025776443
32012,0,0.024527524,16.96149382,1.349752792,512.3375209,0.011202956,0.024527524,6.966733096,0.581279367,7.644226091,0.740876408,691.5289992,28194,91.61736319,99.26158928,0.011202956
32013,0,0.027380703,72.66157984,5.782224802,458.9498887,0.140032656,0.027380703,13.77704288,-0.424442197,-6.122896576,0.172943812,2653.751429,96920.5,198.7441618,192.6212652,0.140032656
32015,0,0.028855886,34.81651827,2.770610492,435.4872612,0.16810447,0.028855886,7.106067952,6.664082926,82.17188844,0.360931283,1206.565575,41813.5,87.62181226,169.7937007,0.16810447
32017,1,0.038399488,58.878347,4.685389983,327.2536008,0.371103262,0.038399488,9.009231826,6.643263582,72.23377553,0.213429406,1533.310743,39930.5,97.95950762,170.1932831,0.371103262
32018,0,0.014860617,18.12604656,1.442424954,845.6156734,0.010985781,0.014860617,6.535656443,1.954043764,42.95551874,0.693276969,1219.737149,82078.5,143.672582,186.6281007,0.010985781
32019,1,0.029107052,23.92762391,1.904099811,431.7294213,0.089805028,0.029107052,5.631168028,5.923872491,74.84057205,0.525182553,822.0559094,28242.5,71.14262456,145.9831966,0.089805028
32020,0,0.025613225,19.5558152,1.556202328,490.6204034,0.006235785,0.025613225,9.761254405,-3.730912048,-48.3926134,0.642589965,763.5046139,29809,126.6104922,78.21787879,0.006235785
32021,0,0.015664663,19.96498767,1.588763238,802.2113783,0.019662877,0.015664663,6.672869161,2.438052551,51.11120711,0.629420404,1274.523947,81363,139.8896827,191.0008898,0.019662877
32022,0,0.025473372,54.38174856,4.327562048,493.3139851,0.743322101,0.025473372,7.47952709,7.830642985,145.9855937,0.231076987,2134.84688,83807,139.4397887,285.4253824,0.743322101
32023,0,0.046949628,17.89424434,1.42397872,267.6564453,0.011524646,0.046949628,7.52590855,-0.365970117,-2.5885622,0.702257686,381.1370823,8118,53.2318938,50.6433316,0.011524646
32024,0,0.020793988,34.5758457,2.751458377,604.327102,0.184927138,0.020793988,6.846227937,6.625559284,119.4485807,0.363443623,1662.780868,79964.5,123.4268951,242.8754758,0.184927138
32026,0,0.038342368,18.29071222,1.455528631,327.7411155,0.011970736,0.038342368,7.327934638,0.428838022,3.599003877,0.687035609,477.0365773,12441.5,61.49936298,65.09836686,0.011970736
32027,0,0.045656114,17.04896768,1.356713741,275.239604,0.027928856,0.045656114,6.645164833,1.080491472,7.859218257,0.737075162,373.4213527,8179,48.3352272,56.19444546,0.027928856
32029,0,0.039774926,20.25254552,1.611646365,315.936997,0.03090583,0.039774926,8.215085163,-0.935655158,-7.966666014,0.620483514,509.1787127,12801.5,69.94760749,61.98094148,0.03090583
32032,0,0.025902501,15.33096871,1.219999726,485.1412106,0.001838476,0.025902501,7.671088383,-1.476265558,-18.38681523,0.819672315,591.8721441,22850,95.54303017,77.15621494,0.001838476
32033,0,0.033427657,17.0125403,1.353814942,375.9273568,0.052432644,0.033427657,7.215312639,-0.145658001,-1.453263035,0.738653393,508.9360727,15225,71.98881682,70.53555378,0.052432644
32034,0,0.041039027,27.18975279,2.163691779,306.2053744,0.102027259,0.041039027,6.579272986,4.316636091,39.89443,0.462173037,662.5340512,16144,60.80576173,100.7001917,0.102027259
32035,0,0.033064866,19.44845358,1.547658761,380.052063,0.0668599,0.033064866,8.042871617,-1.08595718,-11.41571736,0.646137266,588.190905,17789,84.54766986,73.13195249,0.0668599
32037,0,0.013360064,18.72257888,1.489895488,940.5920809,0.008222606,0.013360064,6.608898093,2.061116804,50.40931871,0.671188018,1401.383897,104893.5,161.6356966,212.0450153,0.008222606
32038,0,0.020535799,17.05874558,1.357491841,611.9250967,0.014037134,0.020535799,8.913369993,-3.048449246,-48.44069658,0.736652678,830.6833259,40450.5,141.6358996,93.195203,0.014037134
32039,0,0.021109964,16.98119939,1.351320911,595.2814713,0.011293657,0.021109964,6.27184678,2.176329914,33.04054217,0.74001667,804.4163001,38106,95.21774097,128.2582831,0.011293657
32040,0,0.054725025,18.74612836,1.491769496,229.6274974,0.073904724,0.054725025,6.97769786,0.761195645,4.828707285,0.670344851,342.5512961,6259.5,44.26360123,49.09230852,0.073904724
32041,0,0.036823336,16.85794906,1.341512962,341.2610552,0.028226546,0.036823336,6.145635727,2.281771351,20.16939812,0.745427013,457.806129,12432.5,54.32348582,74.49288394,0.028226546
32042,0,0.035048384,34.43174929,2.739991549,358.5435129,0.383238346,0.035048384,6.720684989,4.067588811,55.11408946,0.364964629,982.4061953,28030,91.06240845,146.1764979,0.383238346
32043,0,0.036861024,22.03664485,1.753620479,340.9121427,0.093797287,0.036861024,6.884996852,2.265582967,21.49837777,0.570248815,597.8305149,16218.5,65.33252829,86.83090606,0.093797287
32044,1,0.016176925,25.21751195,2.00674584,776.8083807,0.09919566,0.016176925,7.401929883,2.428117696,52.02060769,0.498319209,1558.856987,96363,158.580818,210.6014257,0.09919566
32045,0,0.023825217,27.44856336,2.18428727,527.4399163,0.176597353,0.023825217,10.74201214,-4.049489663,-64.89445151,0.45781524,1152.080295,48355.5,172.1444043,107.2499528,0.176597353
32046,1,0.05599991,32.63311093,2.596860457,224.3998365,0.136240701,0.05599991,9.443103029,0.069607956,0.451555361,0.385080376,582.7350619,10406,61.25856896,61.71012432,0.136240701
32047,0,0.039174499,27.49847175,2.188258853,320.7793555,0.254304814,0.039174499,5.898867649,7.214035936,65.46601201,0.456984327,701.9482645,17918.5,53.53110849,118.9971205,0.254304814
32049,0,0.023600046,18.33352344,1.45893544,532.4722983,0.025898496,0.023600046,7.773457693,-0.658597216,-9.250652262,0.68543129,776.8427068,32917,109.1859369,99.93528459,0.025898496
32050,0,0.020257371,25.28788497,2.012345946,620.3357223,0.08353364,0.020257371,7.445553038,1.314072232,25.15163274,0.496932449,1248.330076,61623.5,142.5095295,167.6611623,0.08353364
32051,0,0.022510896,29.90173907,2.37950479,558.2350329,0.09758657,0.022510896,8.787246577,0.972914684,15.06845144,0.42025551,1328.322935,59008,136.0964127,151.1648641,0.09758657
32052,0,0.024065637,19.02871302,1.514256869,522.1707019,0.033417807,0.024065637,9.684623569,-3.679584293,-50.02789302,0.660389938,790.7005724,32856,131.6728394,81.64494642,0.033417807
32053,0,0.020057221,17.3224965,1.378480472,626.5260228,0.008820992,0.020057221,7.184076648,0.29109111,4.681411021,0.725436464,863.6538879,43059.5,115.5363887,120.2177997,0.008820992
32054,0,0.020510031,17.9111303,1.425322462,612.6938854,0.005725291,0.020510031,7.512820364,-0.08602654,-1.346433033,0.701595622,873.2863572,42578.5,117.5859163,116.2394833,0.005725291
32055,0,0.028347666,21.89501886,1.74235024,443.2947249,0.012128172,0.028347666,7.913872706,0.617733397,7.066579476,0.573937419,772.3746703,27246.5,90.53098103,97.5975605,0.012128172
32056,0,0.016158831,16.80972986,1.3376758,777.6781978,0.013870921,0.016158831,6.01250356,2.673703705,53.25722546,0.747565292,1040.281305,64378.5,119.7624318,173.0196573,0.013870921
32057,0,0.025643084,16.38856171,1.304160303,490.0491072,0.012571866,0.025643084,7.32022126,-0.481644203,-6.149034975,0.766776904,639.1025923,24923,93.4554933,87.30645832,0.012571866
32058,0,0.018497463,28.16885796,2.241606493,679.3564575,0.032305133,0.018497463,7.814256874,2.770818078,51.01330667,0.446108629,1522.849846,82327.5,143.8676488,194.8809555,0.032305133
32059,0,0.030616514,17.32120874,1.378377996,410.4442004,0.01200194,0.030616514,5.925116878,3.048874166,32.43989216,0.725490398,565.7472543,18478.5,63.04299297,95.48288513,0.01200194
32060,0,0.022720609,17.12063778,1.362417066,553.082472,0.034508913,0.022720609,6.729870157,0.420704941,6.587641034,0.733989631,753.5289989,33165,105.3801951,111.9678361,0.034508913
32061,0,0.042286298,53.09944423,4.225519512,297.1735808,0.070191646,0.042286298,12.42878652,-0.515613028,-4.372783706,0.236657291,1255.712764,29695.5,105.4053956,101.0326119,0.070191646
32062,0,0.018782701,21.61984378,1.720452503,669.0396017,0.039515887,0.018782701,6.209635311,3.296302781,64.27773028,0.581242434,1151.050857,61282.5,121.0875609,185.3652912,0.039515887
32063,0,0.030040449,74.47201483,5.926294641,418.3150091,0.082948851,0.030040449,14.21597915,0.457272196,5.434484418,0.168739501,2479.057997,82524,168.9508302,174.3853146,0.082948851
32064,0,0.025620162,16.89981484,1.344844534,490.4875525,0.023647087,0.025620162,8.186081941,-1.856936618,-23.64155279,0.743580373,659.6295041,25746.5,104.2209446,80.57939181,0.023647087
32066,0,0.022186569,19.51057764,1.552602437,566.3953904,0.014357121,0.022186569,7.597755954,0.306842525,4.492937395,0.644079886,879.3868632,39636,111.2500357,115.7429731,0.014357121
32067,0,0.024642006,46.62543156,3.710333953,509.9572823,0.351976471,0.024642006,9.38297483,2.640996833,44.29209101,0.269517519,1892.111819,76784,157.3616333,201.6537243,0.351976471
32068,0,0.017958413,18.26972461,1.45385849,699.7483839,0.03303924,0.017958413,7.302366173,0.027817304,0.528689427,0.687824852,1017.335129,56649.5,138.7871302,139.3158196,0.03303924
32069,0,0.020067003,20.4694646,1.628908237,626.2206101,0.019448552,0.020067003,7.141938232,0.962041737,16.95522047,0.613908124,1020.05591,50832.5,125.8709811,142.8262016,0.019448552
32070,1,0.044695468,18.11600488,1.441625863,281.155367,0.060283996,0.044695468,7.875215087,-1.238143285,-9.601319235,0.693661251,405.3208486,9068.5,61.06922762,51.46790838,0.060283996
32071,0,0.014366656,25.76676594,2.050454083,874.6900348,0.008143289,0.014366656,7.771842699,2.527564922,56.6330952,0.487696851,1793.511753,124838.5,174.1373698,230.770465,0.008143289
32072,1,0.024947473,27.54046753,2.191600771,503.7131641,0.050894935,0.024947473,11.54466192,-4.627428543,-63.96918518,0.456287483,1103.938159,44250.5,159.5924409,95.6232557,0.050894935
32073,0,0.026327667,19.19182853,1.527237189,477.3066441,0.022369561,0.026327667,8.166079774,-1.555758443,-21.0092209,0.654777141,728.9604573,27688,110.2761002,89.26687928,0.022369561
32074,0,0.028236844,17.9269283,1.426579627,445.0345327,0.011045582,0.028236844,6.270654817,2.619654734,29.8334863,0.700977346,634.8771975,22484,71.41227129,101.2457576,0.011045582
32075,0,0.020140616,27.32339549,2.174326727,623.931801,0.083984723,0.020140616,8.403059739,0.693911065,12.31491694,0.459912481,1356.631591,67358,149.1300368,161.4449538,0.083984723
32076,0,0.039622913,20.93875975,1.666253558,317.149085,0.067655039,0.039622913,6.52051538,3.164840153,26.48249148,0.600148756,528.4507912,13337,54.56183714,81.04432862,0.067655039
32077,0,0.021619011,18.95302655,1.508233931,581.2648218,0.026823963,0.021619011,9.352901702,-3.254203504,-50.01542268,0.66302712,876.6833272,40551.5,143.7492558,93.73383311,0.026823963
32078,0,0.026135331,16.32195355,1.298859794,480.8192608,0.008622488,0.026135331,7.336932442,-0.402742411,-4.943803903,0.76990604,624.516806,23895.5,90.06341089,85.11960699,0.008622488
32079,1,0.102672442,22.50111004,1.790581444,122.3928286,0.077572158,0.102672442,9.594664365,-2.828732981,-9.549587867,0.558477808,219.1543278,2134.5,32.39085875,22.84127088,0.077572158
32080,0,0.024443297,18.28003954,1.454679327,514.1029265,0.014403662,0.024443297,6.02355494,3.085483157,42.05475708,0.68743673,747.8548989,30595.5,82.10031519,124.1550723,0.014403662
32081,1,0.026600259,61.28084452,4.876574661,472.4153394,0.234985141,0.026600259,11.35997504,2.362067927,34.90881441,0.205061969,2303.768674,86607,167.8881694,202.7969838,0.234985141
32082,0,0.07037509,16.30165836,1.297244755,178.5627641,0.02031026,0.07037509,6.153725402,1.857952337,8.7294284,0.770864555,231.6396091,3291.5,28.9127467,37.6421751,0.02031026
32083,0,0.025529045,18.21721713,1.449680078,492.2381733,0.005353286,0.025529045,5.498407457,4.749522489,60.14843636,0.689807369,713.5878736,27952,69.63239184,129.7808282,0.005353286
32084,0,0.022558893,30.19147328,2.402561106,557.0473016,0.108271946,0.022558893,9.186030581,-0.05050874,-0.805511607,0.416222504,1338.340181,59326.5,146.4984928,145.6929812,0.108271946
32085,0,0.013295607,16.70745038,1.329536657,945.1520858,0.005767712,0.013295607,7.495454189,-1.021097932,-26.44081651,0.752141729,1256.614345,94513.5,194.09101,167.6501935,0.005767712
32086,0,0.056578645,17.85277498,1.420678693,222.1044811,0.017710144,0.056578645,7.49338068,-0.196188764,-1.132123365,0.703888926,315.5391039,5577,43.24116831,42.10904495,0.017710144
32087,0,0.021433567,18.68554503,1.486948428,586.2939614,0.014474286,0.021433567,7.298787037,0.655253334,9.839705116,0.672518281,871.7888842,40674,109.6032763,119.4429814,0.014474286
32088,0,0.017036525,18.93328887,1.506663256,737.61348,0.034286902,0.017036525,5.418417898,4.981472287,98.24297606,0.663718316,1111.335128,65232.5,106.8602753,205.1032513,0.034286902
32089,0,0.020304725,18.91528539,1.505230585,618.8889848,0.010072305,0.020304725,5.27817931,5.737100634,91.92392849,0.664350041,931.5706285,45879.5,84.5707629,176.4946914,0.010072305
32093,0,0.028225046,17.77014664,1.414103339,445.2205554,0.011961708,0.028225046,9.148923346,-3.196458839,-36.95376287,0.707161897,629.5878739,22306,105.7692781,68.81551524,0.011961708
32094,0,0.01968992,20.18794658,1.606505745,638.213402,0.034623923,0.01968992,7.513689131,0.50490435,8.592230039,0.622468985,1025.293497,52072,127.8645063,136.4567363,0.034623923
32095,1,0.017950866,18.90093242,1.504088412,700.0426031,0.008666004,0.017950866,7.483305011,0.261853202,4.756987221,0.664854534,1052.925967,58656,135.9463471,140.7033343,0.008666004
32096,0,0.130937161,18.16464021,1.445496139,95.97253018,0.054369231,0.130937161,7.603051596,-0.600235099,-1.563956192,0.691803992,138.7279218,1059.5,19.81030374,18.24634755,0.054369231
32097,0,0.023618781,18.37435828,1.462184973,532.0499251,0.016092272,0.023618781,8.367198827,-2.280661263,-34.83895287,0.683907999,777.9554056,32938,127.8157569,92.97680403,0.016092272
32100,0,0.027163669,22.02047074,1.752333384,462.6168447,0.04571899,0.027163669,7.164914366,2.096642128,25.61341585,0.570667665,810.658941,29843.5,87.52944945,113.1428653,0.04571899
32101,0,0.03282798,16.56226751,1.317983372,382.7945159,0.002477078,0.03282798,5.993629704,1.78557255,19.32093627,0.758734914,504.5168067,15368.5,64.85456866,84.17550493,0.002477078
32102,0,0.012821539,16.9898163,1.352006623,980.0984727,0.024678575,0.012821539,7.188533864,-0.159127942,-4.172881309,0.739641347,1325.099626,103349.5,188.5080533,184.335172,0.024678575
32104,0,0.02031897,19.67652136,1.565807819,618.4550871,0.02272457,0.02031897,6.851028341,1.439811638,24.54697645,0.63864798,968.3818108,47659,116.8014113,141.3483878,0.02272457
32105,0,0.018410502,26.80423501,2.133013249,682.5653405,0.089079062,0.018410502,8.260387851,0.253591634,5.249762652,0.468820342,1455.920914,79081,171.0035732,176.2533359,0.089079062
32106,0,0.025490482,17.82726886,1.41864898,492.9828501,0.038857346,0.025490482,7.825399593,-1.189996621,-16.02797525,0.704896006,699.3696176,27436.5,105.3997203,89.37174508,0.038857346
32107,0,0.019217476,33.9847723,2.704422251,653.9032799,0.091880942,0.019217476,7.802780885,4.488293618,82.76181642,0.369764744,1768.43058,92022,143.8792499,226.6410663,0.091880942
32108,0,0.01754637,19.92952536,1.585941237,716.1806388,0.03272711,0.01754637,9.045826683,-2.613345374,-51.01286105,0.630540386,1135.820409,64732.5,176.5757807,125.5629196,0.03272711
32109,0,0.026196088,27.21162118,2.16543201,479.7040874,0.202534231,0.026196088,5.724922694,7.504194554,102.9251632,0.461801615,1038.766586,39653.5,78.52123211,181.4463953,0.202534231
32110,1,0.018406268,38.50305675,3.063975903,682.7223389,0.201796462,0.018406268,8.243478872,4.331060195,87.40194046,0.326373324,2091.844795,113648.5,166.3555844,253.7575248,0.201796462
32111,0,0.027905807,25.8489095,2.05699086,450.3138194,0.016647499,0.027905807,10.49034062,-2.929484177,-34.21198016,0.486147031,926.2914107,33193.5,122.51144,88.29945989,0.016647499
32112,0,0.039708826,24.67756558,1.963778273,316.4629084,0.142362213,0.039708826,6.950369968,2.567398892,24.11934662,0.509222458,621.4629837,15650.5,65.29502795,89.41437457,0.142362213
32113,0,0.029148971,37.1281269,2.954562462,431.1085535,0.1932174,0.029148971,11.5174757,-2.790647848,-35.36479442,0.33845959,1273.737149,43697.5,145.9564885,110.591694,0.1932174
32114,0,0.041000275,32.22268095,2.564199477,306.4947875,0.140015802,0.041000275,9.10825664,0.137818831,1.286147476,0.38998526,785.9137738,19168.5,84.99971433,86.28586181,0.140015802
32115,0,0.023303287,18.24652219,1.452012101,539.253142,0.021935845,0.023303287,8.774619572,-2.37716705,-33.15791805,0.688699495,783.0020875,33600.5,122.3927938,89.23487577,0.021935845
32117,0,0.022831241,20.14587196,1.603157552,550.4024287,0.046644895,0.022831241,6.087453337,3.802265289,55.72876014,0.62376901,882.3818104,38648,89.22213501,144.9508951,0.046644895
32119,0,0.039715074,15.98501645,1.272047191,316.4131205,0.006291513,0.039715074,7.838046363,-1.516729359,-12.3211261,0.786134356,402.4924213,10134.5,63.67224124,51.35111514,0.006291513
32120,0,0.024789567,17.42110266,1.386327301,506.9217389,0.020190902,0.024789567,8.186606683,-1.713422022,-22.72213389,0.721330381,702.7594463,28349,108.5647148,85.84258088,0.020190902
32121,0,0.017374302,22.37991957,1.780937413,723.2734125,0.02078715,0.017374302,9.143889532,-1.629153797,-30.53996675,0.561502045,1288.10468,74138.5,171.4105094,140.8705426,0.02078715
32122,0,0.017764176,19.64934418,1.563645127,707.3995922,0.029811871,0.017764176,6.180185546,2.962725939,57.99739022,0.639531299,1106.121925,62267,120.9813665,178.9787567,0.029811871
32123,0,0.020282063,24.15970672,1.922568374,619.5804886,0.02526831,0.020282063,9.392131364,-1.568330326,-25.42348667,0.520137548,1191.185853,58731,152.2515522,126.8280656,0.02526831
32124,0,0.017520419,21.63259614,1.721467304,717.2414534,0.017220033,0.017520419,8.486146389,-0.663056703,-12.33178663,0.580899793,1234.707711,70472.5,157.8286535,145.4968668,0.017220033
32125,0,0.045924714,16.64274496,1.324387563,273.6298087,0.021807514,0.045924714,6.130492311,2.209096122,15.65860769,0.755065985,362.3919156,7891,43.45441246,59.11302016,0.021807514
32126,0,0.023322444,37.61673812,2.993444908,538.8101893,0.173011563,0.023322444,11.02397658,-1.861467081,-29.72416819,0.334063272,1612.898617,69156.5,176.0324087,146.3082405,0.173011563
32127,0,0.017891562,17.32840658,1.378950782,702.362955,0.007343937,0.017891562,8.501915179,-2.194835356,-39.64306412,0.725189045,968.5239457,54133,153.5613902,113.9183261,0.007343937
32128,0,0.021053157,29.86631044,2.376685469,596.8877096,0.083790117,0.021053157,7.242956091,3.162200521,59.52361235,0.420754035,1418.614346,67382.5,136.3376256,195.8612379,0.083790117
32129,0,0.066648613,76.1587343,6.060519512,188.5466193,0.398728724,0.066648613,13.28180976,-1.161181229,-8.242258176,0.165002356,1142.690465,17145,94.27650248,86.0342443,0.398728724
32130,0,0.023745956,17.57950627,1.39893266,529.2004517,0.025962702,0.023745956,7.615608081,-0.552530506,-7.604570917,0.714830691,740.3157957,31176.5,104.8149037,97.21033275,0.025962702
32133,0,0.014105459,18.44823715,1.468064067,890.8870622,0.014269026,0.014105459,6.857713632,1.071133412,25.76450731,0.681169182,1307.879284,92721.5,164.9520134,190.7165207,0.014269026
32134,1,0.014826669,24.42598226,1.943757908,847.5518615,0.016859209,0.014826669,7.999331485,1.266424737,28.14837166,0.51446736,1647.435634,111113,177.7982923,205.946664,0.016859209
32135,0,0.101545965,332.8836803,26.4900416,123.7505654,0.545377949,0.101545965,20.88281504,7.89019775,43.04704448,0.037750035,3278.157624,32282.5,113.9316778,156.9787223,0.545377949
32136,0,0.030900007,17.93229529,1.427006718,406.6785622,0.004813908,0.030900007,5.649408134,4.150989612,43.50931953,0.700767549,580.3330405,18781,59.21525386,102.7245734,0.004813908
32137,0,0.025216311,18.44541326,1.467839349,498.3429346,0.009391023,0.025216311,9.640330841,-3.718988906,-47.65622472,0.681273465,731.4873687,29008.5,123.5340531,75.87782834,0.009391023
32139,0,0.064253525,25.17981598,2.003746089,195.5748045,0.099753214,0.064253525,6.250859849,5.423208867,29.12392584,0.499065229,391.8822497,6099,33.56860913,62.69253497,0.099753214
32140,0,0.030901109,20.7127481,1.648268123,406.6640625,0.065716268,0.030901109,6.621175373,2.593685033,28.49423742,0.606697409,670.2914108,21691.5,72.74026749,101.2345049,0.065716268
32141,0,0.020656527,16.26016973,1.293943194,608.3486601,0.011439371,0.020656527,6.554735756,1.167233223,18.15273909,0.772831454,787.1686084,38107.5,101.9388462,120.0915853,0.011439371
32142,0,0.025926714,21.86211783,1.73973206,484.6881329,0.045249783,0.025926714,7.483169894,1.27788555,16.43594497,0.574801157,843.2274837,32523.5,96.24724888,112.6831938,0.045249783
32143,0,0.02032029,22.0801739,1.757084411,618.4149146,0.020297459,0.02032029,8.238644582,-0.293112967,-4.865515769,0.569124621,1086.607206,53474,136.7570174,131.8915017,0.020297459
32144,0,0.032992698,23.18924645,1.8453416,380.8833833,0.075392496,0.032992698,7.561738128,1.032520035,11.16701906,0.541905087,702.8599517,21303.5,81.7825039,92.94952296,0.075392496
32145,0,0.034371508,16.53192914,1.315569121,365.6042811,0.009666588,0.034371508,7.573520832,-0.775893318,-7.248894311,0.760127297,480.9777026,13993.5,70.75670175,63.50780744,0.009666588
32147,0,0.024708995,19.44063805,1.547036822,508.5747282,0.045778328,0.024708995,7.875917581,-0.84574211,-12.01782992,0.646397026,786.7838311,31842,111.915248,99.89741806,0.045778328
32148,0,0.021689576,19.28606401,1.53473621,579.3737364,0.008107848,0.021689576,5.975730138,3.550122449,55.45504266,0.651577772,889.1858524,40996,93.34449009,148.7995327,0.008107848
32150,0,0.083548704,14.93104535,1.188174836,150.4077273,0.008486604,0.083548704,6.966577815,-0.473371289,-1.870138211,0.841626981,178.7106768,2139,27.52271564,25.65257742,0.008486604
32151,0,0.032967163,21.76873861,1.732301177,381.1784026,0.073661535,0.032967163,6.763795128,0.973755032,12.28591423,0.577266825,660.3157957,20029.5,85.33912958,97.62504381,0.073661535
32152,1,0.032523455,23.9178826,1.903324622,386.378708,0.068582444,0.032523455,8.047418211,0.57494985,6.093585202,0.52539645,735.4041082,22611.5,85.29027095,91.38385615,0.068582444
32153,0,0.09097043,25.40615053,2.021757221,138.1368723,0.176769663,0.09097043,9.581970707,-2.527091489,-10.44035256,0.49461923,279.2792189,3070,39.58667616,29.1463236,0.176769663
32156,0,0.04539593,35.19830053,2.800991759,276.8171224,0.055870601,0.04539593,9.638303378,1.07239847,8.054571558,0.357016402,775.3624785,17080,72.39137915,80.44595071,0.055870601
32157,0,0.055213631,16.68926016,1.328089126,227.5954375,0.026791591,0.055213631,7.468045368,-0.631723912,-3.740146941,0.752961515,302.2670256,5474.5,44.21486431,40.47471737,0.026791591
32158,0,0.046069958,26.0805555,2.075424664,272.7671378,0.094849113,0.046069958,5.216309034,9.394402367,69.78040765,0.481829101,566.1076453,12288,38.7460699,108.5264776,0.094849113
32160,0,0.02448956,23.83451046,1.896690078,513.1317334,0.079489287,0.02448956,8.121225637,-0.442332542,-6.90325535,0.527234265,973.2518674,39741.5,126.7437709,119.8405156,0.079489287
32161,0,0.025321302,18.47815041,1.470444488,496.2766432,0.017668255,0.025321302,7.702338142,-0.283675293,-3.622811743,0.680066475,729.7472546,28819.5,98.36641312,94.74360138,0.017668255
32162,0,0.019358751,16.18144061,1.287678129,649.1312741,0.004059747,0.019358751,7.441765784,-0.681713772,-11.3270257,0.776591585,835.8721448,43178,123.6487742,112.3217485,0.004059747
32163,0,0.037579741,21.39115327,1.702253891,334.3921526,0.103616632,0.037579741,7.294976452,0.711127452,6.930790007,0.587456434,569.2203428,15147,71.0982957,78.0290857,0.103616632
32164,0,0.093573398,78.23031048,6.225370307,134.2942641,1.144455771,0.093573398,10.46364478,0.796539349,5.651990307,0.160633015,836.0315239,8934.5,74.24670098,79.89869129,1.144455771
32165,0,0.018146373,18.12581459,1.442406495,692.500411,0.019414287,0.018146373,6.831496883,1.137209214,20.86624924,0.693285841,998.8670902,55045,125.3487176,146.2149668,0.019414287
32166,0,0.039173058,19.15475214,1.524286743,320.7911534,0.045398432,0.039173058,7.024919621,0.530355734,4.886126067,0.656044543,488.9777025,12482.5,64.72003726,69.60616333,0.045398432
32167,0,0.017854417,21.58046358,1.717318726,703.8241927,0.065312072,0.017854417,6.97408341,1.879497043,36.79176884,0.58230309,1208.690466,67697,136.5199619,173.3117307,0.065312072
32168,0,0.012750809,20.29346497,1.614902631,985.5351318,0.044716094,0.012750809,7.712143502,0.36992122,9.44561568,0.61923238,1591.543277,124819,196.9228572,206.3684729,0.044716094
32169,0,0.017476349,16.79947472,1.336859722,719.0500973,0.004295297,0.017476349,6.154143807,2.333124689,42.93854813,0.748021639,961.2691131,55004,113.2601276,156.1986757,0.004295297
