img_number,metadata_label,f_a_0,f_a_1,f_a_2,f_a_3,f_b_0,f_c_0,f_c_1,f_c_2,f_c_3,f_c_4
30644,1,0.035415559,30.70119307,2.443123318,354.8262711,0.203215666,0.035415559,8.746217604,-0.725224517,-8.96159294,0.409312126
30653,1,0.032368437,17.546619,1.396315574,388.2291438,0.016723891,0.032368437,6.666285328,1.519357831,15.09367792,0.716170483
30681,1,0.015945529,20.10839794,1.600175465,788.0811387,0.013685742,0.015945529,7.528858106,0.378802527,8.02369245,0.624931466
30687,1,0.039040993,36.24926632,2.884624959,321.8763043,0.047974207,0.039040993,9.23094618,2.180018179,19.21630622,0.346665516
30689,1,0.041102448,37.46607362,2.981455407,305.7328968,0.122235673,0.041102448,10.2440125,-0.477453504,-4.350006409,0.33540666
30695,1,0.022180428,24.98624204,1.988341965,566.5522233,0.071796904,0.022180428,6.763435878,4.069603186,62.56989198,0.502931597
30712,1,0.026634056,25.64773249,2.040981703,471.8158891,0.100477192,0.026634056,9.435644165,-2.0526121,-28.37345675,0.489960296
30746,1,0.019911765,16.28693598,1.296073185,631.102791,0.022790475,0.019911765,6.879941565,0.400994392,6.547808426,0.771561368
30747,1,0.020451146,16.70948002,1.329698171,614.4580293,0.010310828,0.020451146,6.692919898,1.036818965,16.37448983,0.752050369
30755,1,0.043748068,46.58512328,3.707126323,287.244014,0.575154463,0.043748068,7.161920714,6.775453286,72.2796872,0.269750721
30756,1,0.021393658,35.90635762,2.857337152,587.3876537,0.08132679,0.021393658,8.828496736,2.67223205,44.17213062,0.3499762
30760,1,0.034323162,27.50874342,2.189076247,366.1192634,0.043837478,0.034323162,6.420700479,5.660439224,58.48483689,0.456813691
30767,1,0.030365953,53.67492479,4.2713148,413.8309246,0.079972705,0.030365953,12.30129538,-0.166464193,-1.971154947,0.234119948
30778,1,0.051232043,92.06606899,7.326384985,245.2834183,0.491143518,0.051232043,16.13488643,-4.653079595,-45.13591577,0.136492964
30782,1,0.029498456,18.20285454,1.448537139,426.0009569,0.035631221,0.029498456,7.531193947,-0.235889432,-2.649362827,0.690351647
30795,1,0.022327298,18.20352626,1.448590593,562.8254159,0.015329282,0.022327298,6.619055787,1.817182599,26.53218679,0.690326173
30798,1,0.020436377,31.93693528,2.541460559,614.9020634,0.109072119,0.020436377,7.517973584,3.669792942,68.18466257,0.39347453
30800,1,0.103696437,21.35536097,1.69940563,121.1842077,0.05658227,0.103696437,7.511644106,0.559363166,1.900090136,0.58844103
30818,1,0.027338363,16.66446817,1.326116242,459.6606765,0.009504774,0.027338363,8.04675176,-1.616972296,-19.05043269,0.754081708
30824,1,0.02669413,35.69723495,2.840695698,470.7540883,0.085543902,0.02669413,8.980841696,2.612266909,33.55207758,0.352026442
30828,1,0.034146177,17.97912494,1.430733303,368.016911,0.020884906,0.034146177,6.916877153,0.99115433,9.540898871,0.698942282
30843,1,0.032625012,21.45493743,1.707329673,385.1759707,0.021969773,0.032625012,6.72387757,2.832477017,28.98884525,0.585709963
30883,1,0.020941603,42.53920225,3.385162157,600.0672727,0.366736978,0.020941603,7.570124399,6.002110606,118.6667438,0.295406824
30893,1,0.146490274,16.19111748,1.288448191,85.78296915,0.105992245,0.146490274,5.893762205,2.088419136,4.906496558,0.776127443
30898,1,0.038988756,19.99873929,1.591449107,322.307556,0.0348789,0.038988756,6.934762838,1.256400919,11.3452551,0.62835814
30901,1,0.016786036,26.48703657,2.107771399,748.620517,0.081973517,0.016786036,6.931130976,4.202457361,85.93088471,0.474434752
30910,1,0.023685031,26.01323472,2.070067445,530.5617232,0.028906318,0.023685031,8.416640656,0.88203119,12.37783378,0.483076048
30925,1,0.034103527,48.87894344,3.889662731,368.4771578,0.494221156,0.034103527,8.141197913,4.622225577,63.7555741,0.257091699
30929,1,0.050501478,31.31635246,2.492076147,248.8317406,0.183611605,0.050501478,8.454770829,1.35303375,10.11817232,0.401271848
30932,1,0.034187856,18.57355163,1.478036276,367.5682573,0.017026394,0.034187856,7.577881189,-0.141369881,-1.362896737,0.676573381
30951,1,0.015608545,19.48672308,1.550704151,805.095588,0.036707331,0.015608545,7.854219655,-0.226041216,-4.710208637,0.644868332
30954,1,0.096479846,15.68458783,1.248139842,130.2486592,0.010618554,0.096479846,5.749197276,2.406471765,8.343542328,0.801192275
30970,1,0.017902918,20.81437029,1.656354959,701.9174509,0.041659637,0.017902918,7.863261767,-0.030069194,-0.567570358,0.603735325
30995,1,0.020844355,26.81589396,2.133941038,602.8668522,0.070406355,0.020844355,7.103747511,3.774657857,62.83891221,0.468616509
31005,1,0.040965197,43.66707363,3.474915309,306.7572326,0.161564841,0.040965197,11.15526527,-1.130233626,-10.77312267,0.287776798
31013,1,0.019619932,29.78756074,2.370418768,640.4900224,0.079252968,0.019619932,8.5947468,0.858204772,16.03717436,0.421866387
31023,1,0.021514389,22.63128205,1.800940203,584.0914499,0.030108565,0.021514389,8.517435458,-0.846831235,-13.63448016,0.555265521
31025,1,0.02531198,19.30546135,1.536279801,496.459415,0.039405377,0.02531198,8.404754718,-1.437134494,-18.71724694,0.650923093
31026,1,0.032252831,18.21833256,1.449768841,389.6207021,0.040487879,0.032252831,6.465545258,1.348493318,15.07678973,0.689765135
31034,1,0.028514649,16.92070997,1.346507316,440.6987622,0.011760674,0.028514649,6.704512547,1.058618587,12.06940701,0.742662136
31056,1,0.089801386,23.49933797,1.870017899,139.9351521,0.044518912,0.089801386,4.9171506,8.595039429,33.85175636,0.53475424
31062,1,0.075196743,37.48684014,2.983107955,167.1132304,0.431897742,0.075196743,10.60564717,-3.094305708,-19.36369988,0.335220855
31063,1,0.031343646,35.72536336,2.842934086,400.9224235,0.161212416,0.031343646,7.530606202,4.708823828,58.23022235,0.351749274
31087,1,0.060241359,63.76190586,5.074011249,208.6003822,1.056842593,0.060241359,8.238994739,5.469981902,51.25935688,0.197082732
31118,1,0.043333146,28.03122373,2.230653909,289.9944246,0.185626124,0.043333146,9.84109499,-3.474488974,-35.87247825,0.448299037
31122,1,0.021125223,23.87883948,1.900217669,594.8514943,0.030351733,0.021125223,9.877960364,-2.823375691,-45.79750835,0.5262555
31140,1,0.045840934,19.08588613,1.51880656,274.1298971,0.050131694,0.045840934,6.431506145,2.234431769,16.69158978,0.658411694
31146,1,0.026547009,31.67505817,2.52062104,473.3629486,0.27221178,0.026547009,6.31339656,5.806767541,90.5450452,0.396727625
31166,1,0.033100855,19.9230532,1.585426199,379.6388569,0.06439292,0.033100855,7.665390806,0.100466696,1.01581609,0.630745222
31169,1,0.022099394,24.00891828,1.910569011,568.6296541,0.060452152,0.022099394,7.59849491,1.832536365,27.78165241,0.523404281
31171,1,0.018321091,27.33298666,2.175089968,685.8964211,0.044638705,0.018321091,5.863456976,8.171291243,148.1385479,0.459751098
31175,1,0.03068832,60.75471522,4.834706621,409.4838296,0.536739874,0.03068832,8.82682294,4.764501341,78.62454507,0.206837783
31177,1,0.016095923,22.45435306,1.786860642,780.7176339,0.087800724,0.016095923,5.693557825,5.24753776,117.515647,0.559640733
31189,1,0.047056975,17.84773265,1.420277437,267.0458658,0.020475177,0.047056975,6.814145718,1.121371217,7.865418077,0.704087789
31203,1,0.027835206,23.25364511,1.850466282,451.4560013,0.082582838,0.027835206,7.144361312,1.826107669,23.8036978,0.540404335
31208,1,0.018401875,26.93505975,2.143423951,682.8853262,0.038862003,0.018401875,8.263605979,1.365854821,25.12400257,0.466543261
31225,1,0.040743748,49.35503587,3.927548963,308.4245122,0.597431824,0.040743748,6.728710645,10.27356434,108.7809259,0.254611721
31233,1,0.023555538,44.36493373,3.530449252,533.4783915,0.109392897,0.023555538,10.82952338,0.389548334,6.038678248,0.283250071
31243,1,0.033940728,30.27961038,2.409574833,370.2445832,0.126254329,0.033940728,6.701822023,6.373863603,64.88951629,0.415010975
31258,1,0.028847274,25.02944961,1.991780315,435.6172629,0.141328699,0.028847274,7.530627139,0.500492507,7.180205204,0.502063402
31272,1,0.045915146,20.55917215,1.636046937,273.6868296,0.036170075,0.045915146,6.228868549,3.535118172,26.02658864,0.611229408
31284,1,0.034853023,22.33590634,1.777434951,360.5532519,0.061202971,0.034853023,9.450153127,-2.991117241,-31.40436568,0.562608493
31294,1,0.034691896,38.31309862,3.048859515,362.2278443,0.388618779,0.034691896,8.007373508,1.684161779,23.96737018,0.327991498
31295,1,0.021697601,24.51311491,1.950691704,579.1594497,0.061412628,0.021697601,7.096454029,2.718169412,44.09082949,0.51263867
31303,1,0.040537532,51.18606624,4.07325773,309.9934772,0.143134587,0.040537532,9.657170696,5.114754292,45.27226466,0.245503738
31310,1,0.019661104,24.15297897,1.922032996,639.1487939,0.068172347,0.019661104,8.422283185,-0.025348758,-0.440320492,0.520282431
31318,1,0.063110252,19.8667247,1.58094372,199.1177378,0.160834951,0.063110252,7.164112166,-0.004882166,-0.029964716,0.632533586
31339,1,0.044547665,95.46113026,7.596555377,282.0881979,0.800494961,0.044547665,10.10449453,8.359974523,96.01855396,0.131638611
31350,1,0.043972803,30.04052466,2.390548996,285.775974,0.048383042,0.043972803,9.123037721,-1.246529553,-11.85093849,0.418313953
31368,1,0.029601293,34.79666808,2.769030864,424.521001,0.185646154,0.029601293,8.083214057,2.760384334,37.02022261,0.361137181
31369,1,0.048709867,31.50643432,2.50720238,257.9840889,0.327141897,0.048709867,10.46857022,-3.80477997,-35.27793622,0.39885093
31377,1,0.038749988,17.65536131,1.404969012,324.2935322,0.015717758,0.038749988,7.94149141,-1.11074154,-9.329268534,0.71175947
31378,1,0.026265597,15.98041764,1.27168123,478.4345996,0.01255376,0.026265597,6.515254291,1.049515991,12.95575675,0.786360588
31384,1,0.030905704,18.50197609,1.472340476,406.6036022,0.02655261,0.030905704,7.281606786,0.346283985,3.732331338,0.679190728
31386,1,0.016138091,21.19444412,1.686600274,778.6776178,0.035803964,0.016138091,5.703575733,5.496646865,113.0040029,0.592908714
31389,1,0.027530766,26.12857201,2.079245696,456.4482708,0.084572239,0.027530766,8.89689056,-0.565165931,-7.236027275,0.480943643
31400,1,0.026726342,35.90308638,2.857076835,470.1866947,0.130972948,0.026726342,7.974446331,3.848469535,54.83466185,0.350008088
31401,1,0.021660139,38.38891643,3.054892905,580.1611151,0.122147596,0.021660139,8.119759691,4.873604157,81.87099771,0.327343717
31406,1,0.053834918,16.40090479,1.305142534,233.4241614,0.007791637,0.053834918,6.336399933,1.711939731,10.22688434,0.766199839
31407,1,0.031232226,36.34924019,2.892580627,402.3527102,0.126791718,0.031232226,9.207844016,1.239293065,14.99378146,0.345712057
31408,1,0.02430117,30.2498767,2.407208702,517.1097,0.129185808,0.02430117,8.621396847,0.575714516,9.038045591,0.415418904
31413,1,0.038121217,34.28889597,2.728623643,329.6424277,0.338850199,0.038121217,6.610724375,6.97084584,69.83500793,0.366485133
31417,1,0.032238741,16.49998519,1.313027102,389.7909871,0.022692271,0.032238741,6.66971449,1.01162448,10.10603131,0.761598903
31442,1,0.016816426,18.64887114,1.484030013,747.2676346,0.020508195,0.016816426,6.67824567,1.818498247,35.53995087,0.67384082
31450,1,0.037411343,24.94592398,1.985133555,335.897338,0.104802692,0.037411343,6.663421246,3.48851975,34.38674945,0.503744444
31470,1,0.035429501,38.76775495,3.085039916,354.6866363,0.590901626,0.035429501,7.255506618,1.77660571,29.66467497,0.324144915
31489,1,0.030954626,18.80014433,1.496067951,405.9609943,0.041359581,0.030954626,6.726474932,1.638789172,17.68852126,0.668418837
31494,1,0.038860015,51.40987049,4.091067506,323.3753413,0.765393063,0.038860015,6.518513524,9.864966654,122.2037228,0.244434979
31498,1,0.01892951,18.45900194,1.468920702,663.8508272,0.037882141,0.01892951,7.094192854,0.865606552,14.94804076,0.680771943
31499,1,0.019769421,20.97389188,1.669049285,635.6468782,0.011831223,0.019769421,7.604634967,0.438779073,7.610482453,0.599143482
31513,1,0.087497117,17.41299304,1.385681958,143.6203965,0.067656956,0.087497117,6.59338076,1.255726921,4.828880358,0.721666321
31517,1,0.027486319,20.85664875,1.659719373,457.1863708,0.021826832,0.027486319,6.756074112,2.131108988,26.93240064,0.602511495
31526,1,0.023367006,17.54024891,1.395808659,537.782662,0.014827462,0.023367006,6.614736005,1.573432704,21.80627874,0.716430575
31529,1,0.021897599,17.1317494,1.3633013,573.8697867,0.010801439,0.021897599,8.041469267,-1.420690495,-20.87662072,0.733513567
31531,1,0.053606624,40.57047545,3.228495856,234.4182417,0.554019942,0.053606624,6.696974832,6.866235871,57.20963546,0.309741764
31543,1,0.03826495,18.7154864,1.489331086,328.4042066,0.032720439,0.03826495,7.225579401,0.588361452,5.096844446,0.671442374
31545,1,0.027348793,19.09420685,1.519468702,459.4853839,0.015520237,0.027348793,8.668244425,-1.901591864,-22.63475217,0.658124776
31550,1,0.028516999,26.635776,2.119607707,440.6624498,0.133840851,0.028516999,7.674759635,0.857601729,12.23244183,0.471785414
31552,1,0.056525464,23.47620369,1.868176931,222.3134441,0.228469284,0.056525464,7.899534716,-1.023831973,-7.828775059,0.535281206
31557,1,0.024518535,28.30825701,2.252699517,512.5253355,0.150563223,0.024518535,6.455817523,5.582368405,82.93250921,0.443911846
31565,1,0.030044397,23.26260071,1.851178946,418.260032,0.046977656,0.030044397,8.477664573,-0.721230645,-8.492403355,0.540196291
31569,1,0.020265066,32.62241794,2.596009535,620.1001562,0.040991799,0.020265066,9.836694293,0.198605956,3.238775521,0.385206597
31586,1,0.025870879,19.19960783,1.527856246,485.7341993,0.057935161,0.025870879,7.421418106,0.401466812,5.131885811,0.654511838
31597,1,0.023526824,40.97396161,3.260604264,534.129495,0.209800288,0.023526824,8.597016823,3.101091207,53.70265882,0.306691619
31598,1,0.042953872,17.61824009,1.402014999,292.555016,0.008699435,0.042953872,6.700411429,1.454996677,10.9213177,0.713259131
31614,1,0.063185716,24.80100418,1.973601204,198.8799283,0.226316681,0.063185716,9.57668423,-3.151397085,-20.10230123,0.506687976
31642,1,0.020249514,20.27149174,1.613154057,620.5764062,0.026319212,0.020249514,8.126568537,-0.651341243,-10.73366603,0.619903595
31643,1,0.026251115,29.9602274,2.384159144,478.6985383,0.123031407,0.026251115,7.291905062,3.148626531,47.20139953,0.419435088
31697,1,0.050122664,24.57262516,1.95542738,250.712343,0.074699758,0.050122664,6.203797795,5.05052621,35.46312382,0.511397156
31698,1,0.022647568,30.05974143,2.392078218,554.8662177,0.129990733,0.022647568,6.717083118,5.06550007,84.95026722,0.418046531
31709,1,0.026006471,24.91826712,1.982932693,483.2016833,0.133756385,0.026006471,6.315055839,4.526928506,63.35108779,0.504303552
31711,1,0.025727966,25.65600738,2.041640197,488.4323394,0.160174003,0.025727966,10.15573961,-3.302935262,-47.32643495,0.489802268
31712,1,0.032043002,19.54990943,1.555732362,392.1720727,0.061332591,0.032043002,6.626145862,2.001700649,21.36226396,0.642784083
31718,1,0.024377839,32.96079623,2.622936824,515.4833627,0.157368759,0.024377839,6.842586182,6.333825325,94.98414979,0.381252034
31721,1,0.052476046,19.52673803,1.55388844,239.4687001,0.074160441,0.052476046,7.071355608,0.741153419,4.992102558,0.643546843
31728,1,0.026008823,18.48187157,1.470740609,483.1579831,0.009911278,0.026008823,6.612251469,2.02192062,25.16629498,0.67992955
31741,1,0.027493079,19.91300072,1.584626249,457.0739702,0.008114844,0.027493079,6.045715192,4.138776157,48.68534431,0.631063635
31745,1,0.060977506,23.90466922,1.902273135,206.0820698,0.13645858,0.060977506,8.507462055,-0.75914881,-4.514740647,0.525686865
31746,1,0.025749942,30.45465498,2.42350444,488.0154919,0.125373544,0.025749942,7.657780304,2.32193404,35.93406044,0.412625611
31749,1,0.039722279,51.65675127,4.110713654,316.355732,0.735058444,0.039722279,8.488051954,2.487443083,34.72273602,0.243266762
31762,1,0.079992036,15.97761847,1.271458479,157.0952711,0.017944746,0.079992036,7.717119747,-1.309990389,-5.291937084,0.786498353
31778,1,0.025064273,32.97860609,2.624354088,501.3658564,0.108589248,0.025064273,10.56262717,-1.903063763,-27.37553265,0.381046142
31779,1,0.025144177,25.82373517,2.054987551,499.7726006,0.052715331,0.025144177,7.831613514,1.310456579,18.79786298,0.486620953
31784,1,0.022235109,22.02255638,1.752499353,565.1589448,0.037247732,0.022235109,7.306498741,0.68029289,11.54629731,0.57061362
31795,1,0.013417745,24.38216945,1.940271396,936.5486215,0.016016379,0.013417745,7.426707524,2.645725414,64.26978893,0.515391817
31821,1,0.033474357,17.05394603,1.357109905,375.4028924,0.015597067,0.033474357,7.005628307,0.451852133,4.406256318,0.736859997
31844,1,0.023649609,20.615666,1.640542575,531.3563795,0.066415757,0.023649609,6.716740157,2.068129497,30.55323947,0.609554434
31890,1,0.088475464,17.57365284,1.398466859,142.0322658,0.037479533,0.088475464,7.15356855,0.327367635,1.215055854,0.715068787
31900,1,0.034583611,71.55346114,5.694043518,363.3620142,0.311477835,0.034583611,10.52853714,5.842917387,70.13499217,0.175622121
31908,1,0.015753711,18.13173886,1.442877933,797.6768679,0.00634824,0.015753711,5.581497303,4.575565301,92.89289522,0.693059321
31915,1,0.020462367,26.32461897,2.094846617,614.1210746,0.162469995,0.020462367,7.904882562,0.171785253,3.461501032,0.477361918
31925,1,0.065772378,37.86552797,3.013242975,191.0584807,0.369839432,0.065772378,9.277717784,0.08106329,0.537482407,0.331868359
31931,1,0.033276397,55.22142362,4.394381267,377.636159,0.217475509,0.033276397,10.7696376,1.347239381,17.13263992,0.227563322
31941,1,0.014554249,22.04432538,1.754231676,863.4159394,0.068973912,0.014554249,7.09667909,1.614139552,39.54885832,0.570050133
31953,1,0.026290611,17.12162188,1.362495378,477.9794033,0.016251925,0.026290611,6.448796918,1.708584773,21.15199172,0.733947444
31957,1,0.023870939,18.75710699,1.492643147,526.4296699,0.008876052,0.023870939,6.569592445,2.226725607,30.27775714,0.669952494
31958,1,0.033652912,53.59190779,4.264708517,373.4110901,0.732476901,0.033652912,9.105011393,1.671425151,27.12737863,0.234482614
31971,1,0.021822943,34.09955937,2.713556715,575.8329878,0.113561903,0.021822943,8.303686401,2.717432037,46.39781473,0.368520029
31972,1,0.030136058,48.67628488,3.873535675,416.9878668,0.175459258,0.030136058,9.362689243,2.330352234,34.38147064,0.258162073
31976,1,0.050518662,35.45553868,2.821462121,248.747098,0.903845205,0.050518662,11.226183,-5.293787732,-55.78745796,0.354426165
31977,1,0.019159066,20.42284691,1.625198519,655.8968222,0.040939883,0.019159066,9.959959252,-3.771676709,-65.23019973,0.615309446
31986,1,0.052073994,19.92964525,1.585950778,241.3175886,0.057610226,0.052073994,8.295783877,-1.809298241,-12.86832297,0.630536593
31999,1,0.024541506,18.89730974,1.503800128,512.0456269,0.022546006,0.024541506,7.56844703,-0.159873402,-2.195500889,0.664981989
32017,1,0.038399488,58.878347,4.685389983,327.2536008,0.371103262,0.038399488,9.009231826,6.643263582,72.23377553,0.213429406
32019,1,0.029107052,23.92762391,1.904099811,431.7294213,0.089805028,0.029107052,5.631168028,5.923872491,74.84057205,0.525182553
32022,1,0.025473372,54.38174856,4.327562048,493.3139851,0.743322101,0.025473372,7.47952709,7.830642985,145.9855937,0.231076987
32044,1,0.016176925,25.21751195,2.00674584,776.8083807,0.09919566,0.016176925,7.401929883,2.428117696,52.02060769,0.498319209
32046,1,0.05599991,32.63311093,2.596860457,224.3998365,0.136240701,0.05599991,9.443103029,0.069607956,0.451555361,0.385080376
32061,1,0.042286298,53.09944423,4.225519512,297.1735808,0.070191646,0.042286298,12.42878652,-0.515613028,-4.372783706,0.236657291
32070,1,0.044695468,18.11600488,1.441625863,281.155367,0.060283996,0.044695468,7.875215087,-1.238143285,-9.601319235,0.693661251
32072,1,0.024947473,27.54046753,2.191600771,503.7131641,0.050894935,0.024947473,11.54466192,-4.627428543,-63.96918518,0.456287483
32079,1,0.102672442,22.50111004,1.790581444,122.3928286,0.077572158,0.102672442,9.594664365,-2.828732981,-9.549587867,0.558477808
32081,1,0.026600259,61.28084452,4.876574661,472.4153394,0.234985141,0.026600259,11.35997504,2.362067927,34.90881441,0.205061969
32095,1,0.017950866,18.90093242,1.504088412,700.0426031,0.008666004,0.017950866,7.483305011,0.261853202,4.756987221,0.664854534
32110,1,0.018406268,38.50305675,3.063975903,682.7223389,0.201796462,0.018406268,8.243478872,4.331060195,87.40194046,0.326373324
32134,1,0.014826669,24.42598226,1.943757908,847.5518615,0.016859209,0.014826669,7.999331485,1.266424737,28.14837166,0.51446736
32139,1,0.064253525,25.17981598,2.003746089,195.5748045,0.099753214,0.064253525,6.250859849,5.423208867,29.12392584,0.499065229
32152,1,0.032523455,23.9178826,1.903324622,386.378708,0.068582444,0.032523455,8.047418211,0.57494985,6.093585202,0.52539645
32164,1,0.093573398,78.23031048,6.225370307,134.2942641,1.144455771,0.093573398,10.46364478,0.796539349,5.651990307,0.160633015
32182,1,0.045008917,21.29118546,1.694298705,279.1973556,0.076785768,0.045008917,7.005184088,-0.775877679,-8.410760981,0.590214699
32185,1,0.024472172,24.27199935,1.931504338,513.496341,0.0454231,0.024472172,7.323069806,2.331074079,32.70259192,0.51773117
32187,1,0.035394493,22.12579968,1.760715194,355.0374526,0.066237682,0.035394493,11.07321761,-5.141524417,-48.93309311,0.567951025
32190,1,0.023640631,16.84434706,1.340430549,531.558167,0.004427776,0.023640631,8.451830416,-2.257590139,-30.72567196,0.746028954
32192,1,0.025854344,45.23114052,3.599379798,486.0448511,0.263360231,0.025854344,9.619946475,2.419274545,36.54417269,0.277825641
32194,1,0.023471041,18.02373549,1.434283298,535.3989523,0.024190702,0.023471041,6.790705733,1.267475615,17.78689424,0.69721233
32197,1,0.019184069,26.50541257,2.109233714,655.0419868,0.067937262,0.019184069,9.066367895,-0.887335411,-16.53279898,0.47410583
32204,1,0.023104275,18.84260452,1.499446825,543.8980764,0.011607723,0.023104275,7.539801635,0.144972137,2.040525962,0.666912613
32214,1,0.039889886,63.47388227,5.051091061,315.026489,0.100187774,0.039889886,15.38156821,-3.525502622,-30.7618255,0.197977029
32219,1,0.015830981,23.96114801,1.906767574,793.7834396,0.021811658,0.015830981,7.345092088,2.669414487,54.92739518,0.524447769
32222,1,0.038935176,35.63387129,2.835653379,322.7510965,0.310435138,0.038935176,7.871690392,1.990908638,23.46998539,0.352652411
32225,1,0.103864143,316.4751284,25.18429053,120.9885358,1.213876157,0.103864143,17.44692711,9.907009975,63.25250824,0.039707293
32232,1,0.030843791,20.19836358,1.607334703,407.4197804,0.036209792,0.030843791,7.293136006,0.960505944,10.44933256,0.622147956
32244,1,0.022922123,33.01604971,2.627333756,548.2201958,0.038213038,0.022922123,9.278327281,1.184960535,17.58070567,0.380613996
32246,1,0.02523024,40.93431282,3.257449114,498.0678203,0.11803891,0.02523024,8.627501157,3.641220263,55.81214871,0.306988679
32248,1,0.031149864,49.18279164,3.913842202,403.4165508,0.174646257,0.031149864,9.681426289,3.494036579,43.2493163,0.255503403
32258,1,0.056205896,20.7237139,1.649140753,223.5774455,0.09731636,0.056205896,8.203602804,-0.745171763,-4.490451394,0.60637638
32265,1,0.012748935,18.95137736,1.508102693,985.680026,0.006267064,0.012748935,6.620355748,2.186083194,55.73806676,0.663084818
32287,1,0.064376213,16.6704339,1.326590979,195.2020789,0.031984598,0.064376213,6.517583562,1.335457147,6.756580855,0.75381185
32302,1,0.036546518,23.81326812,1.894999666,343.8459043,0.14287617,0.036546518,6.382612044,4.198567679,40.50807572,0.527704578
32307,1,0.031966229,29.69159842,2.362782328,393.1139557,0.056740917,0.031966229,8.422158355,1.492066799,16.59771343,0.423229846
32308,1,0.030451954,38.80794161,3.088237869,412.6622072,0.207231512,0.030451954,7.908611251,5.086411113,63.07244124,0.323809254
32313,1,0.024064057,20.0031207,1.591797768,522.2049842,0.021621786,0.024064057,6.476383999,3.059139176,41.17665111,0.628220506
32314,1,0.029634279,20.99885227,1.671035569,424.0484649,0.037612405,0.029634279,6.752087993,2.331323769,26.93498177,0.598431307
32316,1,0.067642241,17.80316436,1.416730805,185.7769715,0.046657167,0.067642241,6.516188432,1.490325658,7.518362953,0.705850396
32331,1,0.043899691,19.93959733,1.586742739,286.2519166,0.045598668,0.043899691,7.693990422,0.144496959,1.088252628,0.630221885
32372,1,0.019240783,19.17583469,1.525964439,653.1111904,0.01470579,0.019240783,6.566350238,2.3127152,39.5332385,0.655323266
32384,1,0.02784448,30.49507884,2.426721269,451.3056384,0.05779442,0.02784448,6.521818778,6.62361114,84.61394869,0.41207864
32389,1,0.051471521,54.42227993,4.330787432,244.1422038,0.135400471,0.051471521,9.724425541,4.730882646,35.58447747,0.230904891
32396,1,0.029578233,42.36260939,3.371109344,424.8519655,0.173703384,0.029578233,12.21585267,-3.546713413,-47.96636445,0.296638257
32400,1,0.034982619,21.62242084,1.720657579,359.2175501,0.056492935,0.034982619,8.000689474,-0.418788358,-4.267181033,0.581173159
32408,1,0.03802848,58.09752189,4.623253895,330.4463011,0.477192041,0.03802848,9.547669235,4.099749572,48.06822485,0.216297876
32414,1,0.081118701,18.04631804,1.43608036,154.9133618,0.039789615,0.081118701,6.26646872,2.345195889,9.668002685,0.696339862
32420,1,0.040836346,93.55943391,7.445223189,307.7251445,1.250684987,0.040836346,8.805652776,7.973104793,123.6365342,0.134314308
32424,1,0.014643669,23.50541047,1.870501133,858.1435603,0.05651361,0.014643669,7.789015867,0.992315017,23.28759055,0.534616089
32425,1,0.014257664,20.38481369,1.622171931,881.3765431,0.023833444,0.014257664,6.604610878,2.763234382,63.85415332,0.616457467
32429,1,0.022987913,26.8917298,2.139975863,546.6512172,0.045018037,0.022987913,7.430567902,2.479846894,39.39401294,0.46729499
32430,1,0.039319403,36.09018474,2.871965649,319.5971875,0.315236361,0.039319403,7.454598803,4.164525927,44.13164042,0.34819358
32433,1,0.023861362,25.07652489,1.995526446,526.6409613,0.036569112,0.023861362,6.599685117,4.448993292,64.12100574,0.501120896
32441,1,0.094641446,22.32980924,1.776949759,132.7787258,0.03432947,0.094641446,11.20728107,-5.473657479,-20.09795274,0.562762112
32447,1,0.022985248,28.171959,2.241853265,546.7145901,0.077567658,0.022985248,12.24549936,-5.544373712,-82.81253566,0.446059524
32450,1,0.015976576,27.50597223,2.188855722,786.5496875,0.094452417,0.015976576,6.575558283,4.896469542,111.7515442,0.456859714
32461,1,0.022008885,31.02209648,2.46866,570.9680686,0.404901843,0.022008885,6.034628952,6.815181325,123.8805797,0.405078059
32462,1,0.022159786,22.84417655,1.817881809,567.079956,0.048006255,0.022159786,6.45255341,3.92886072,60.4628271,0.550090768
32466,1,0.018228132,20.52665459,1.633459272,689.3943171,0.038682539,0.018228132,6.741482386,2.376478862,43.53683148,0.612197694
32476,1,0.053534007,42.08702628,3.349179137,234.736223,0.570580685,0.053534007,8.074377979,2.397981154,22.29516301,0.298580625
32482,1,0.016924525,20.20243757,1.607658901,742.4947374,0.022161793,0.016924525,7.271256004,1.184244533,22.99216783,0.622022495
32497,1,0.068970634,34.00504539,2.706035532,182.1988558,0.320639653,0.068970634,12.59908692,-5.797436462,-33.35506229,0.369544298
32504,1,0.016802958,23.37487805,1.860113693,747.8665838,0.051358972,0.016802958,7.73237352,1.054722757,21.59452845,0.537601548
32509,1,0.046896713,20.55247404,1.635513918,267.9584535,0.050618167,0.046896713,9.75027034,-3.805958738,-28.77846053,0.611428609
32517,1,0.046901726,18.91253882,1.50501202,267.9298124,0.022037259,0.046901726,9.032767144,-3.057876646,-22.84705386,0.664446521
32522,1,0.021681321,31.04758708,2.470688477,579.5943308,0.041081255,0.021681321,9.88751862,-0.521226605,-8.059603667,0.404745483
32526,1,0.015119085,17.13828972,1.363821762,831.159477,0.011311258,0.015119085,6.917645711,0.822102037,17.40534272,0.733233644
32531,1,0.017184799,23.59733015,1.877815868,731.2492061,0.031318474,0.017184799,9.864528144,-2.729758616,-53.25818879,0.532533576
